[ 2025-07-20 19:07:27,955 ] 16 root - INFO - Initiate Data Ingestion
[ 2025-07-20 19:07:33,633 ] 64 root - INFO - Performed train test split on the dataframe
[ 2025-07-20 19:07:33,633 ] 65 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-20 19:07:33,635 ] 71 root - INFO - Exporting train and test file path.
[ 2025-07-20 19:07:33,736 ] 80 root - INFO - Exported train and test file path.
[ 2025-07-20 19:07:33,737 ] 18 root - INFO - Data Ingestion completed
[ 2025-07-20 19:07:33,752 ] 21 root - INFO - Initiate the data validation
[ 2025-07-20 19:07:33,859 ] 33 root - INFO - Required number of columns : 31
[ 2025-07-20 19:07:33,860 ] 34 root - INFO - Data frame has columns : 31
[ 2025-07-20 19:07:33,860 ] 33 root - INFO - Required number of columns : 31
[ 2025-07-20 19:07:33,860 ] 34 root - INFO - Data frame has columns : 31
[ 2025-07-20 19:07:34,181 ] 23 root - INFO - Data validation completed
[ 2025-07-20 19:07:34,181 ] 26 root - INFO - Data transformation started
[ 2025-07-20 19:07:34,181 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-20 19:07:34,182 ] 65 root - INFO - Starting data transformation
[ 2025-07-20 19:07:34,289 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-20 19:07:34,290 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-20 19:07:34,325 ] 48 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-20 19:07:34,333 ] 52 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-20 19:07:34,333 ] 48 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-20 19:07:34,361 ] 52 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-20 19:07:34,363 ] 30 root - INFO - data Transformation completed
[ 2025-07-20 19:14:32,353 ] 48 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-20 19:14:32,355 ] 52 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-20 19:14:32,355 ] 131 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\07_20_2025_19_19\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9909182643794148, precision_score=0.9879275653923542, recall_score=0.9939271255060729), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9759281925744594, precision_score=0.9692058346839546, recall_score=0.9827444535743632))
