[ 2025-07-20 15:46:14,512 ] 15 root - INFO - Initiate Data Ingestion
[ 2025-07-20 15:46:18,580 ] 64 root - INFO - Performed train test split on the dataframe
[ 2025-07-20 15:46:18,581 ] 65 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-20 15:46:18,582 ] 71 root - INFO - Exporting train and test file path.
[ 2025-07-20 15:46:18,681 ] 80 root - INFO - Exported train and test file path.
[ 2025-07-20 15:46:18,682 ] 17 root - INFO - Data Ingestion completed
[ 2025-07-20 15:46:18,694 ] 20 root - INFO - Initiate the data validation
[ 2025-07-20 15:46:18,844 ] 33 root - INFO - Required number of columns : 31
[ 2025-07-20 15:46:18,846 ] 34 root - INFO - Data frame has columns : 31
[ 2025-07-20 15:46:18,846 ] 33 root - INFO - Required number of columns : 31
[ 2025-07-20 15:46:18,846 ] 34 root - INFO - Data frame has columns : 31
[ 2025-07-20 15:46:19,111 ] 22 root - INFO - Data validation completed
[ 2025-07-20 15:46:19,111 ] 25 root - INFO - Data transformation started
[ 2025-07-20 15:46:19,111 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-20 15:46:19,111 ] 65 root - INFO - Starting data transformation
[ 2025-07-20 15:46:19,301 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-20 15:46:19,301 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-20 15:46:19,345 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-20 15:46:19,359 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-20 15:46:19,359 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-20 15:46:19,377 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-20 15:46:19,380 ] 29 root - INFO - data Transformation completed
