[ 2025-07-20 17:16:08,381 ] 16 root - INFO - Initiate Data Ingestion
[ 2025-07-20 17:16:11,906 ] 64 root - INFO - Performed train test split on the dataframe
[ 2025-07-20 17:16:11,906 ] 65 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-20 17:16:11,907 ] 71 root - INFO - Exporting train and test file path.
[ 2025-07-20 17:16:12,020 ] 80 root - INFO - Exported train and test file path.
[ 2025-07-20 17:16:12,021 ] 18 root - INFO - Data Ingestion completed
[ 2025-07-20 17:16:12,032 ] 21 root - INFO - Initiate the data validation
[ 2025-07-20 17:16:12,136 ] 33 root - INFO - Required number of columns : 31
[ 2025-07-20 17:16:12,142 ] 34 root - INFO - Data frame has columns : 31
[ 2025-07-20 17:16:12,142 ] 33 root - INFO - Required number of columns : 31
[ 2025-07-20 17:16:12,142 ] 34 root - INFO - Data frame has columns : 31
[ 2025-07-20 17:16:12,717 ] 23 root - INFO - Data validation completed
[ 2025-07-20 17:16:12,717 ] 26 root - INFO - Data transformation started
[ 2025-07-20 17:16:12,718 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-20 17:16:12,718 ] 65 root - INFO - Starting data transformation
[ 2025-07-20 17:16:12,896 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-20 17:16:12,896 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-20 17:16:12,966 ] 48 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-20 17:16:12,977 ] 52 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-20 17:16:12,977 ] 48 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-20 17:16:13,040 ] 52 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-20 17:16:13,044 ] 30 root - INFO - data Transformation completed
