[ 2025-07-20 18:03:10,451 ] 16 root - INFO - Initiate Data Ingestion
[ 2025-07-20 18:03:14,004 ] 64 root - INFO - Performed train test split on the dataframe
[ 2025-07-20 18:03:14,004 ] 65 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-20 18:03:14,005 ] 71 root - INFO - Exporting train and test file path.
[ 2025-07-20 18:03:14,203 ] 80 root - INFO - Exported train and test file path.
[ 2025-07-20 18:03:14,206 ] 18 root - INFO - Data Ingestion completed
[ 2025-07-20 18:03:14,257 ] 21 root - INFO - Initiate the data validation
[ 2025-07-20 18:03:14,456 ] 33 root - INFO - Required number of columns : 31
[ 2025-07-20 18:03:14,457 ] 34 root - INFO - Data frame has columns : 31
[ 2025-07-20 18:03:14,458 ] 33 root - INFO - Required number of columns : 31
[ 2025-07-20 18:03:14,458 ] 34 root - INFO - Data frame has columns : 31
[ 2025-07-20 18:03:14,974 ] 23 root - INFO - Data validation completed
[ 2025-07-20 18:03:14,974 ] 26 root - INFO - Data transformation started
[ 2025-07-20 18:03:14,974 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-20 18:03:14,975 ] 65 root - INFO - Starting data transformation
[ 2025-07-20 18:03:15,122 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-20 18:03:15,122 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-20 18:03:15,168 ] 48 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-20 18:03:15,185 ] 52 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-20 18:03:15,185 ] 48 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-20 18:03:15,213 ] 52 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-20 18:03:15,216 ] 30 root - INFO - data Transformation completed
[ 2025-07-20 18:11:31,845 ] 48 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-20 18:11:31,849 ] 52 root - INFO - Exited the save_object method of MainUtils class
