[ 2025-07-20 17:23:17,363 ] 16 root - INFO - Initiate Data Ingestion
[ 2025-07-20 17:23:21,508 ] 64 root - INFO - Performed train test split on the dataframe
[ 2025-07-20 17:23:21,508 ] 65 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-20 17:23:21,509 ] 71 root - INFO - Exporting train and test file path.
[ 2025-07-20 17:23:21,609 ] 80 root - INFO - Exported train and test file path.
[ 2025-07-20 17:23:21,610 ] 18 root - INFO - Data Ingestion completed
[ 2025-07-20 17:23:21,624 ] 21 root - INFO - Initiate the data validation
[ 2025-07-20 17:23:21,732 ] 33 root - INFO - Required number of columns : 31
[ 2025-07-20 17:23:21,732 ] 34 root - INFO - Data frame has columns : 31
[ 2025-07-20 17:23:21,732 ] 33 root - INFO - Required number of columns : 31
[ 2025-07-20 17:23:21,732 ] 34 root - INFO - Data frame has columns : 31
[ 2025-07-20 17:23:22,020 ] 23 root - INFO - Data validation completed
[ 2025-07-20 17:23:22,020 ] 26 root - INFO - Data transformation started
[ 2025-07-20 17:23:22,020 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-20 17:23:22,020 ] 65 root - INFO - Starting data transformation
[ 2025-07-20 17:23:22,165 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-20 17:23:22,165 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-20 17:23:22,195 ] 48 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-20 17:23:22,203 ] 52 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-20 17:23:22,203 ] 48 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-20 17:23:22,234 ] 52 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-20 17:23:22,237 ] 30 root - INFO - data Transformation completed
