[ 2025-07-20 14:44:35,715 ] 14 root - INFO - Initiate Data Ingestion
[ 2025-07-20 14:44:40,552 ] 64 root - INFO - Performed train test split on the dataframe
[ 2025-07-20 14:44:40,552 ] 65 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-20 14:44:40,555 ] 71 root - INFO - Exporting train and test file path.
[ 2025-07-20 14:44:40,826 ] 80 root - INFO - Exported train and test file path.
[ 2025-07-20 14:44:40,826 ] 16 root - INFO - Data Ingestion completed
[ 2025-07-20 14:44:40,997 ] 19 root - INFO - Initiate the data validation
[ 2025-07-20 14:44:41,131 ] 33 root - INFO - Required number of columns : 2
[ 2025-07-20 14:44:41,132 ] 34 root - INFO - Data frame has columns : 31
[ 2025-07-20 14:44:41,132 ] 33 root - INFO - Required number of columns : 2
[ 2025-07-20 14:44:41,132 ] 34 root - INFO - Data frame has columns : 31
[ 2025-07-20 14:44:41,136 ] 33 root - INFO - Required number of columns : 2
[ 2025-07-20 14:44:41,136 ] 34 root - INFO - Data frame has columns : 31
[ 2025-07-20 14:44:41,522 ] 21 root - INFO - Data validation completed
